ID,TITLE,ACTIVE,URL_web,URL_facebook,URL_twitter,URL_youtube,URL_instagram,URL_telegram,URL_tiktok,URL_linkedin,DATE_START_year_offline,DATE_START_year_digital,DATE_START_day_digital,DATE_END_year_digital,DATE_END_day_digital,LOCATION_country,LOCATION_company_address,LOCATION_company_zipcode,LOCATION_town,REACH,NATIVE,PUBLISHER_media_group,PUBLISHER_company_name,PODCAST_offered,PODCAST_native,TOPIC_general_information,TOPIC_special_topic,TOPIC_special_topic_description,OWNERSHIP,DNR,ID_original,lat,lng,REVENUE_specify_other,LANGUAGE_specify_other,createdAt,updatedAt,publishedAt,platforms,languages,revenues,province,region,,,,,,,,,,,,
2349,La Ría del Ocio,false,http://www.lariadelocio.com/,https://es-la.facebook.com/lariadelocio,https://twitter.com/riadelocio,,,,,,,,,,,ES,"Ledesma, 6 - 5º departamento 4 -  48001 Bilbao - Bizkaia",48001,Baracaldo,local,false,,,,,,,,,false,ES_1904,43.2619583,-2.9272033,,,2022-09-06T09:17:05.545Z,2023-01-27T11:12:18.591Z,2022-09-06T09:22:58.469Z,web,spanish,,Bizkaia,País Vasco,,,,,,,,,,,,
2350,La Rioja,true,http://www.larioja.com/,https://www.facebook.com/DiarioLaRioja,https://twitter.com/lariojacom,,https://www.instagram.com/lariojacom/,,,,,1997,,,,ES,"Logroño Vara de Rey número 74, Bajo",26002,Logroño,local,false,Vocento,"NUEVA RIOJA, S.A.",false,false,true,General,,,false,ES_1905,42.4574214,-2.4475515,,,2022-09-06T09:17:09.214Z,2023-01-27T11:12:25.205Z,2022-09-06T09:22:58.469Z,"print, web, app",spanish,"suscription_membership_payment, advertising",La Rioja,Rioja, La,,,,,,,,,,,
2351,La Rioja Capital,true,http://www.lariojacapital.com/,https://www.facebook.com/lariojacapital,https://twitter.com/lariojacapital,http://www.youtube.com/LaRiojaCapitalTV,https://www.instagram.com/lariojacapital/,,,,,2010,,,,ES,"Riojaforum, Calle San Millán, 25, 26004 Logroño, La Rioja",26004,,national,true,,"Gobierno de La Rioja. Consejería de Agricultura, Ganadería y Medio Ambiente",false,false,false,Gastronomía,Promoción agroalimentaria de productos de La Rioja del Gobierno de La Rioja,public,false,ES_1906,42.4718857,-2.4291356,,,2022-09-06T09:17:10.003Z,2023-01-27T11:12:25.226Z,2022-09-06T09:22:58.469Z,"app, web",spanish,advertising,La Rioja,Rioja, La,,,,,,,,,,,
2352,La Riuada,false,http://www.lariuada.cat/,https://www.facebook.com/lariuada,https://twitter.com/la_Riuada,,,,,,,,,,,ES,"l’Apartat de Correus: 91, 08820, El Prat de Llobregat",8820,Baix Llobregat,local,false,,,,,,,,,false,ES_1907,41.3286169,2.097346,,,2022-09-06T09:22:15.813Z,2023-01-27T11:11:13.175Z,2022-09-06T09:22:58.469Z,web,spanish,,Barcelona,Cataluña,,,,,,,,,,,,
2353,L'Artesenc,true,http://www.lartesenc.cat/,https://www.facebook.com/LArtesenc-766517586754494,https://twitter.com/lartesenc,,https://www.instagram.com/lartesenc.cat/,,,,,2014,,,,ES,Pg. Diagonal s/n - Plaza Miquel Bosch i Jover - 08271 Artés,8271,Artés,local,false,,Rediart,false,false,true,General,,,false,ES_1788,41.794045,1.9495141,,,2022-09-06T09:22:12.193Z,2023-01-27T11:11:12.720Z,2022-09-06T09:22:58.469Z,"web, print",catalan,"advertising, suscription_membership_payment",Barcelona,Cataluña,,,,,,,,,,,,
2354,Las 4 Esquinas,true,https://las4esquinas.com/,https://www.facebook.com/lascuatroesquinasantequera,https://twitter.com/L4EAntequera,https://www.youtube.com/channel/UCcDKuZF6mOcvupsWGot5DNQ,https://www.instagram.com/lascuatroesquinas/,,,,,2013,,,,ES,"Aguardenteros 15, Antequera.",29200,Antequera,local,true,,GRUPO MEDIANTE COMUNICACIÓN SL,true,true,true,General,,private,false,ES_1997,37.017369,-4.5631627,servicios de marketing,,2022-09-06T09:11:16.005Z,2023-01-27T11:10:43.913Z,2022-09-06T09:22:58.469Z,web,spanish,"consultancy_events_and_other, advertising",Málaga,Andalucía,,,,,,,,,,,,
2355,Las Cabezas Digital,true,http://www.lascabezasdigital.es/,https://www.facebook.com/lascabezasdigital.es,https://twitter.com/CabezasDigital,https://www.youtube.com/channel/UC_dGeqmkiLrm__lOGkNSFlA,https://www.instagram.com/lascabezasdigital/,,,,,2014,2014-05-01,,,ES,Faisan 5 - 41740 Lebrija (Sevilla),41740,Lebrija,local,true,,Manuel Cordero Halcón,false,false,true,General,,private,false,ES_1998,36.9152006,-6.0808894,,,2022-09-06T09:11:02.157Z,2023-01-27T11:10:45.798Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Sevilla,Andalucía,,,,,,,,,,,,
2356,LaSemana.es,false,http://www.lasemana.es/,https://www.facebook.com/LaSemana.es,https://twitter.com/lasemanaes,,,,,,,1997,1997-02-17,2018,2018-10-04,ES,"San Romualdo 26, 28037 Madrid",28037,Madrid,national,true,,Asociación LASEMANA,,,,,,private,false,ES_2004,40.4386937,-3.6219212,,,2022-09-06T09:16:54.069Z,2023-01-27T11:12:01.241Z,2022-09-06T09:22:58.469Z,web,spanish,,Madrid,Madrid, Comunidad de,,,,,,,,,,,
2357,La Sénia Ràdio,false,http://laseniaradio.cat/,https://www.facebook.com/laseniaradio1074,https://twitter.com/seniaradio,,,,,,,,,2019,2019-06-20,ES,"Senia, Tarragona",,La Sénia,local,false,,,,,,,,private,false,ES_1908,40.6356057,0.2843096,,,2022-09-06T09:21:58.872Z,2023-01-27T11:11:22.353Z,2022-09-06T09:22:58.469Z,web,catalan,,Tarragona,Cataluña,,,,,,,,,,,,
2358,La Sexta,true,http://www.lasexta.com/,https://www.facebook.com/laSexta,https://twitter.com/lasextatv,https://www.youtube.com/user/misextatv,https://www.instagram.com/lasexta/,https://t.me/s/la_sexta,,,,2006,,,,ES,"Avenida Isla Graciosa 13 - 28703 San Sebastián de los Reyes, Madrid. ",28703,Madrid,national,false,Atresmedia,"Portal de Internet Atresmedia Corporación de Medios de Comunicación, S.A.",false,false,true,General,,,true,ES_1909,40.5573101,-3.6157183,,,2022-09-06T09:16:54.595Z,2023-01-27T11:12:00.941Z,2022-09-06T09:22:58.469Z,"app, tv, radio, web",spanish,advertising,Madrid,Madrid, Comunidad de,,,,,,,,,,,
2359,La Sidra,false,http://www.lasidra.as/as/,https://www.facebook.com/lasidrainfo,https://twitter.com/revistalasidra,,,,,,,,,2018,2018-04-30,ES,"Decano Prendes Pando, 11 - 33208 - (Xixón) - Asturies",33208,Gijón,local,false,,La Sidra,,,,,,,false,ES_1910,43.5359079,-5.6657417,,,2022-09-06T09:11:07.406Z,2023-01-27T11:10:49.933Z,2022-09-06T09:22:58.469Z,web,"english, asturian",,Asturias,Asturias, Principado de,,,,,,,,,,,
2360,La Sierra con Estilo,true,http://www.lasierraconestilo.es,https://www.facebook.com/sierraconestilo,https://twitter.com/sierraconestilo,https://www.youtube.com/user/lasierraconestilo,https://www.instagram.com/sierraconestilo/,,,,,2013,2013-09-30,,,ES,,,Madrid,local,true,,Prime Time Comunicación,false,false,false,Moda y tendencias,,private,false,ES_1911,40.4167754,-3.7037902,,,2022-09-06T09:16:31.383Z,2023-01-27T11:12:00.961Z,2022-09-06T09:22:58.469Z,web,spanish,"advertising, branded_content",Madrid,Madrid, Comunidad de,,,,,,,,,,,
2361,Las Noticias de Cuenca,true,http://www.lasnoticiasdecuenca.es/,https://www.facebook.com/lasnoticiasdecuenca,https://twitter.com/noticiasDcuenca,https://www.youtube.com/channel/UCFR-J-avdbFtryV4odgjd4w,https://www.instagram.com/lasnoticiasdecuenca/,https://www.lasnoticiasdecuenca.es/,,,,2013,,,,ES,"Las Noticias de Cuenca - Plaza de los Carros, 2, 16001, Cuenca, España",16001,Cuenca,local,false,,Ediciones y Servicios Integrales 2020 S.L.,false,false,true,General,,,false,ES_1999,40.074512,-2.1349692,,,2022-09-06T09:17:11.250Z,2023-01-27T11:11:02.641Z,2022-09-06T09:22:58.469Z,"web, print",spanish,advertising,Cuenca,Castilla - La Mancha,,,,,,,,,,,,
2362,La Soga Revista Cultural,true,https://lasoga.org/,https://www.facebook.com/LaSogaRevistaCultural,https://twitter.com/lasogacultural,,https://www.instagram.com/lasogarevistacultural,,,,,2014,,,,ES,"Periodista Adeflor, 3 - 33205 Gijón, Asturias",33205,Gijón,national,false,,Asociación Cultural La Soga Magazine ,true,true,false,Cultura (literatura, cine, música, arte),"literatura, arte, cine, musica",private,false,ES_1912,43.537709,-5.6622695,,,2022-09-06T09:11:07.758Z,2023-01-27T11:10:49.953Z,2022-09-06T09:22:58.469Z,web,spanish,,Asturias,Asturias, Principado de,,,,,,,,
2363,La Solana Digital,false,http://lasolanadigital.com/,https://www.facebook.com/lasolanadigital,https://twitter.com/LaSolanaDigital,,,,,,,,,,,ES,"Antonio Romero Velasco, 10, 13240 La Solana (Ciudad Real) España",13240,La Solana,local,true,,"Coco Internet, S.L.U.",,,,,,private,false,ES_1913,38.9382923,-3.2340083,,,2022-09-06T09:16:59.877Z,2023-01-27T11:11:01.976Z,2022-09-06T09:22:58.469Z,web,spanish,,Ciudad Real,Castilla - La Mancha,,,,,,,,,,,,
2364,Las Provincias,true,http://www.lasprovincias.es/,https://www.facebook.com/lasprovincias.es,https://twitter.com/lasprovincias,,https://www.instagram.com/lasprovincias/,https://telegram.me/lasprovincias,,,,2000,,,,ES,Gremis 1 (46014) Valencia.,46014,Valencia,local,false,Vocento,LASPROVINCIAS.ES.,true,true,true,General,,,false,ES_2000,39.4624735,-0.4115014,e-tienda,,2022-09-06T09:21:52.085Z,2023-01-27T11:11:28.570Z,2022-09-06T09:22:58.469Z,"print, app, web",spanish,"ecommerce, suscription_membership_payment, branded_content, advertising",Valencia/València,Comunitat Valenciana,,,,,,,,,,,,
2365,Las Rozas Ciudad Aumentada,true,http://www.lasrozasaumentada.com/,https://www.facebook.com/lasrozasciudadaumentada,https://twitter.com/LasRozas_CA,,,,,,,2014,2014-10-21,,,ES,,,Las Rozas,local,true,,"Ciudad Aumentada, S.L.",false,false,true,General,,private,false,ES_2001,40.4935329,-3.8757916,Consultoría,,2022-09-06T09:11:23.691Z,2023-01-27T11:12:01.173Z,2022-09-06T09:22:58.469Z,web,spanish,"public_or_private_subsidies, consultancy_events_and_other, advertising",Madrid,Madrid, Comunidad de,,,,,,,,,,,
2366,Las Rozas Hoy,true,https://www.lasrozashoy.es/,,,,,,,,,2021,,,,," Gran Vía 49, 4ª planta, 48011 Bilbao",48011,Bilbao,local,true,,"Editorial OnMedia, S.L.",false,,,,,private,false,,43.2635869230753,-2.9380598449182,,,2023-02-21T22:42:52.697Z,2023-02-21T22:52:58.323Z,2023-02-21T22:42:54.470Z,web,spanish,advertising,Madrid,Madrid, Comunidad de,,,,,,,,,,,
2367,Las Sombras de Palacio,false,http://lassombrasdepalacio.hol.es,https://www.facebook.com/lassombrasdepalacio,,,,,,,,,,,,ES,,,,national,,,,,,,,,,false,ES_2002,,,,,2022-09-06T09:22:53.269Z,2023-01-27T11:12:01.195Z,2022-09-06T09:22:58.469Z,web,spanish,,Madrid,Madrid, Comunidad de,,,,,,,,,,,
2368,Las Tablas,false,http://www.lastablasdigital.com/,https://www.facebook.com/LasTablasDigital,https://twitter.com/TablasDigital,,,,,,,2012,,2019,2019-05-10,ES,,,Madrid,hyperlocal,true,,,,,,,,,false,ES_2003,40.4167754,-3.7037902,,,2022-09-06T09:16:31.439Z,2023-01-27T11:12:01.218Z,2022-09-06T09:22:58.469Z,web,spanish,,Madrid,Madrid, Comunidad de,,,,,,,,,,,
2369,La Tele de Internet,false,https://www.lateledeinternet.com/,https://www.facebook.com/Lateledeinternet-953491371341815,https://twitter.com/teledeinternet,,,,,,,,,,,ES,,,,national,,,,,,,,,,false,ES_1914,,,,,2022-09-06T09:22:53.078Z,2023-01-27T11:12:15.075Z,2022-09-06T09:22:58.469Z,web,spanish,,ES Unknown,,,,,,,,,,,,,
2370,LaTele TV,false,http://www.latele-tv.com/,https://www.facebook.com/LaTeleTVAragon/,https://twitter.com/latele_tv,,,,,,,,,,,ES,"Bilbao 2, 50004 Zaragoza",50004,,local,false,,Quotas Comunicación/ACASA S.A,,,,,,,false,ES_2005,41.6500839,-0.8851678,,,2022-09-06T09:21:45.977Z,2023-01-27T11:10:48.650Z,2022-09-06T09:22:58.469Z,web,spanish,,Zaragoza,Aragón,,,,,,,,,,,,
2371,Latina FM,false,http://www.latinafmradio.com/,https://www.facebook.com/latinafmradio,https://twitter.com/LATINAFMRADIO,,,,,,,,,,,ES,,,Alicante,local,false,,,,,,,,private,false,ES_2006,38.3459963,-0.4906855,,,2022-09-06T09:21:50.307Z,2023-01-27T11:11:25.419Z,2022-09-06T09:22:58.469Z,web,spanish,,Alicante/Alacant,Comunitat Valenciana,,,,,,,,,,,,
2372,Latinos FM,false,http://latinosfm.es/,https://www.facebook.com/latinosfmweb,https://twitter.com/latinosfmvlc,,,,,,,,,,,ES,Valencia,,Valencia,local,false,,,,,,,,private,false,ES_2007,39.4699075,-0.3762881,,,2022-09-06T09:21:53.764Z,2023-01-27T11:11:28.591Z,2022-09-06T09:22:58.469Z,web,"valencian, spanish",,Valencia/València,Comunitat Valenciana,,,,,,,,,,,,
2373,Latitud 194,false,http://latitud194.nacarestudio.com/,,https://twitter.com/latitud194,,,,,,,,,,,ES,,,Madrid,national,,,,,,,,,,false,ES_2008,40.4167754,-3.7037902,,,2022-09-06T09:16:34.428Z,2023-01-27T11:12:01.262Z,2022-09-06T09:22:58.469Z,web,spanish,,Madrid,Madrid, Comunidad de,,,,,,,,,,,
2374,La Torre,true,http://www.naciodigital.cat/latorredelpalau,https://www.facebook.com/naciodigital,https://twitter.com/torrepalau,https://www.youtube.com/user/NacioDigitaltv,https://www.instagram.com/naciodigital,https://telegram.me/naciodigital,,,,,,,,ES,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007,Tarrasa,local,false,,SCG Aquitània SL.,false,false,true,General,,,false,ES_1915,41.3903717,2.1679521,,,2022-09-06T09:22:21.102Z,2023-01-27T11:11:13.201Z,2022-09-06T09:22:58.469Z,"app, web",catalan,"public_or_private_subsidies, advertising",Barcelona,Cataluña,,,,,,,,,,,,
2375,La Torre de Barcelona,true,http://www.latorredebarcelona.com/,https://www.facebook.com/LaTorredeBarcelona,https://twitter.com/latorredebcn,,https://www.instagram.com/latorredebcn/,,,,,2009,,,,ES,"Camèlies, 109 - Barcelona - 08024",8024,"Sarrià-Sant Gervasi, Les Corts, L’Eixample",hyperlocal,false,,"TRIANGULO MARKETING GROUP, SL",false,false,true,General,,,false,ES_1916,41.4145184,2.1651923,,,2022-09-06T09:22:20.408Z,2023-01-27T11:11:13.226Z,2022-09-06T09:22:58.469Z,"print, web",catalan,advertising,Barcelona,Cataluña,,,,,,,,,,,,
2376,La Tribuna de Albacete,true,http://www.latribunadealbacete.es/,https://www.facebook.com/LaTribunaDeAlbacete,https://twitter.com/TribunaAlbacete,https://www.youtube.com/channel/UC_7UTqxeeFeQrQfp81hxJSg,https://www.instagram.com/latribunadealbacete/,,,,,1999,,,,ES,"Paseo de la Cuba, 14, 02005 Albacete",2005,Albacete,local,false,Promecal,"Grupo de Comunicación Promecal, SL",false,false,true,General,,,false,ES_1917,38.9987916,-1.8538967,,,2022-09-06T09:21:35.779Z,2023-01-27T11:11:01.113Z,2022-09-06T09:22:58.469Z,"web, app, print",spanish,"advertising, suscription_membership_payment",Albacete,Castilla - La Mancha,,,,,,,,,,,,
2377,La Tribuna de Automoción,true,http://www.latribunadeautomocion.es,https://www.facebook.com/latribunadeautomocion,https://twitter.com/La_Tribuna,https://www.youtube.com/user/redaccionlatribuna,,,,,,2010,,,,ES,"Fundadores, 31 - 28028 Madrid",28028,Madrid,national,false,,Editemo SL,false,false,false,Motor,Industria del motor,private,false,ES_1918,40.4246824,-3.6651357,,,2022-09-06T09:16:49.264Z,2023-01-27T11:12:00.982Z,2022-09-06T09:22:58.469Z,"print, web",spanish,advertising,Madrid,Madrid, Comunidad de,,,,,,,,,,,
2378,La Tribuna de Cartagena,false,latribunadecartagena.com,,https://twitter.com/cartagenatribun,,,,,,,2017,,,,ES,,,Cartage,local,true,,,,,,,,private,false,ES_1919,,,,,2022-09-06T09:22:45.423Z,2023-01-27T11:12:10.829Z,2022-09-06T09:22:58.469Z,web,spanish,,Murcia,Murcia, Región de,,,,,,,,,,,
2379,La Tribuna de Ciudad Real,true,http://www.latribunadeciudadreal.es/,https://www.facebook.com/latribuna.deciudadreal,https://twitter.com/LaTribunaCR,https://www.youtube.com/channel/UChmUewLxKHBdfzdQw-Y1kIA,https://www.instagram.com/latribunacr/,,,,,2010,,,,ES,Avenida de Castilla y León 62-64 de Burgos,9006,Ciudad Real,local,false,Promecal,"Grupo de Comunicación Promecal, SL",false,false,true,General,,,false,ES_1920,42.3568992,-3.676299,,,2022-09-06T09:16:46.342Z,2023-01-27T11:11:01.999Z,2022-09-06T09:22:58.469Z,"app, print, web",spanish,"suscription_membership_payment, advertising",Ciudad Real,Castilla - La Mancha,,,,,,,,,,,,
2380,La Tribuna de Cuenca,true,http://www.latribunadecuenca.es/,https://www.facebook.com/latribunacuenca,https://twitter.com/tribunadecuenca,,,,,,,2008,,,,ES,Avenida de Castilla y León 62-64 de Burgos,9006,Cuenca,local,false,Promecal,"Grupo de Comunicación Promecal, SL",false,false,true,General,,,false,ES_1921,42.3568992,-3.676299,,,2022-09-06T09:16:46.375Z,2023-01-27T11:11:02.589Z,2022-09-06T09:22:58.469Z,"web, print, app",spanish,"advertising, suscription_membership_payment",Cuenca,Castilla - La Mancha,,,,,,,,,,,,
2381,La Tribuna del País Vasco,true,http://latribunadelpaisvasco.com/,https://www.facebook.com/latribunadelpaisvasco,https://twitter.com/LaTribunadelPV,https://www.youtube.com/channel/UCmV2xYKxhvKhwq3wRDM2-OQ,,https://t.me/latribunadelpaisvasco,,,,2013,2013-10-25,,,ES,Apartado de Correos 111 20080 San Sebastián España,20080,,local,true,,Raúl González Zorrilla,false,false,false,Política,,private,false,ES_1924,43.318334,-1.9812313,libros,,2022-09-06T09:21:33.987Z,2023-01-27T11:12:19.910Z,2022-09-06T09:22:58.469Z,"web, print",spanish,"advertising, consultancy_events_and_other",Gipuzkoa,País Vasco,,,,,,,,,,,,
2382,La Tribuna de Talavera,true,http://www.latribunadetalavera.es/,https://www.facebook.com/TribunaTalavera/,https://twitter.com/LaTribunadeTala,,https://www.instagram.com/latribunadetalavera/,,,,,2008,,,,ES,Edificio PROMECAL Burgos - Avenida Castilla y León 62-64 - 09006 Burgos,9006,Talavera de la Reina,local,true,Promecal,Grupo Promecal,false,false,true,General,,private,false,ES_1922,42.3568981,-3.6763423,Sumando Comunicación-Agencia,,2022-09-06T09:16:46.303Z,2023-01-27T11:11:03.588Z,2022-09-06T09:22:58.469Z,"print, web",spanish,"advertising, suscription_membership_payment, consultancy_events_and_other",Toledo,Castilla - La Mancha,,,,,,,,,,,,
2383,La Tribuna de Toledo,true,http://www.latribunadetoledo.es/,https://www.facebook.com/LaTribunadeToledo,https://twitter.com/tribunadetoledo,https://www.youtube.com/channel/UC5VFTEL6ipXLkLq1xpS0xgw,https://www.instagram.com/latribunatoledo/,,,,,2008,,,,ES,Avenida de Castilla y León 62-64 de Burgos,9006,Toledo,local,false,Promecal,"Grupo de Comunicación Promecal, SL",false,false,true,General,,,false,ES_1923,42.3568992,-3.676299,,,2022-09-06T09:16:46.415Z,2023-01-27T11:11:03.608Z,2022-09-06T09:22:58.469Z,"app, web, print",spanish,"suscription_membership_payment, advertising",Toledo,Castilla - La Mancha,,,,,,,,,,,,
2384,La Última Hora,true,https://laultimahora.es/,https://www.facebook.com/LaUltimaHoraEs/,https://twitter.com/LaUltima_Hora,,https://www.instagram.com/la_ultima_hora/,https://t.me/laultimahora,,,,2020,2020-05-11,,,ES,Jorge Juan 78 3 C  28009  - Madrid,28009,Madrid,national,true,,"LA ÚLTIMA HORA NOTICIAS, S.L.",true,true,true,General,,,false,ES_1925,40.4233038,-3.676228,,,2022-09-06T09:16:46.666Z,2023-01-27T11:12:01.001Z,2022-09-06T09:22:58.469Z,web,spanish,suscription_membership_payment,Madrid,Madrid, Comunidad de,,,,,,,,,,,
2385,La Unica FM,true,http://www.launicafm.com/,https://www.facebook.com/LA-UNICA-FM-182268477588,https://twitter.com/launicafm,https://www.youtube.com/channel/UCqR3XSeJ6HOAeGDGn4sZu_A,,,,,,2007,,,,ES,"Bruselas, Nº 60, 45600 Talavera de la Reina (Toledo).",45600,Talavera de la Reina,local,false,,"Sonora Media, s.l.l.",true,false,true,General,,,false,ES_1926,39.9675056,-4.8072154,,,2022-09-06T09:11:13.364Z,2023-01-27T11:11:03.628Z,2022-09-06T09:22:58.469Z,"web, radio",spanish,advertising,Toledo,Castilla - La Mancha,,,,,,,,,,,,
2386,La Unión de Hoy,true,http://www.launiondehoy.com/,https://www.facebook.com/LaUnionDeHoy,https://twitter.com/launiondehoy,https://www.youtube.com/channel/UCPb9LUHzibg3yyZruBCgoEw,,,,,,2011,2011-10-08,,,ES,,,La Unión,local,true,,21DEhoy agenCYA,false,false,true,General,,private,false,ES_1927,37.62133562,-0.8831927099,,,2022-09-06T09:21:46.377Z,2023-01-27T11:12:10.850Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Murcia,Murcia, Región de,,,,,,,,,,,
2387,La Vanguardia,true,http://www.lavanguardia.com/,https://www.facebook.com/LaVanguardia,https://twitter.com/LaVanguardia,https://www.youtube.com/user/lavanguardia,https://www.instagram.com/lavanguardia/,https://telegram.me/lavanguardia,,,,1995,1995-06-14,,,ES,"Avenida Diagonal 477, planta 9ª 08036 Barcelona",8036,Barcelona,national,false,Godó,"La Vanguardia Ediciones, SL",true,true,true,General,,,true,ES_1928,41.3925658,2.1458302,e-tienda,,2022-09-06T09:22:18.236Z,2023-01-27T11:11:13.246Z,2022-09-06T09:22:58.469Z,"app, web, print","spanish, catalan","suscription_membership_payment, advertising, ecommerce",Barcelona,Cataluña,,,,,,,,,,,,
2388,L'Avenç,true,http://www.lavenc.cat/,https://www.facebook.com/revistalavenc,https://twitter.com/l_avenc,https://www.youtube.com/user/lavenc1,https://www.instagram.com/editorial_lavenc/,,,,,2006,,,,ES,"Passeig de Sant Joan, 126, 2n 1a, 08010 Barcelona",8010,,local,false,,L’AVENÇ SL,false,false,false,Cultura (literatura, cine, música, arte),Historia y cultura catalana,,false,ES_1789,41.4008408,2.1680975,tienda,,2022-09-06T09:22:21.325Z,2023-01-27T11:11:12.742Z,2022-09-06T09:22:58.469Z,"web, print",catalan,"suscription_membership_payment, ecommerce",Barcelona,Cataluña,,,,,,,,,
2389,La Ventana de las Vegas Bajas,true,http://www.ventanadigital.com,https://www.facebook.com/LaVentana.VegasBajas,https://twitter.com/LaVentanaVB,https://www.youtube.com/user/ventanadigital,https://www.instagram.com/laventanavegasbajas/,,,,,2000,,,,ES,"Hernando de Soto, 12, 06480 Montijo, Badajoz, España",6480,Vegas Bajas,local,false,,Ventana Digital Comunicación SL,false,false,true,General,,,false,ES_1929,38.9024701,-6.619496,,,2022-09-06T09:10:59.200Z,2023-01-27T11:11:30.997Z,2022-09-06T09:22:58.469Z,"web, print",spanish,advertising,Badajoz,Extremadura,,,,,,,,,,,,
2390,La Verdad (Alicante),false,http://www.laverdad.es/alicante/,https://www.facebook.com/diariolaverdad,https://twitter.com/laverdad_es,,https://www.instagram.com/diario.laverdad,,,,,,,,,ES,Camino Viejo de Monteagudo s/n. 30160. Murcia.,30160,Alicante,local,false,Vocento,"LA VERDAD MULTIMEDIA, S.A.",,,,,,,false,ES_1930,38.3459963,-0.4906855,,,2022-09-06T09:21:50.281Z,2023-01-27T11:11:25.399Z,2022-09-06T09:22:58.469Z,"app, print, web",spanish,"branded_content, suscription_membership_payment, advertising",Alicante/Alacant,Comunitat Valenciana,,,,,,,,,,,,
2391,La Verdad de Ceuta,true,http://www.laverdaddeceuta.com/,https://www.facebook.com/laverdad.deceuta,https://twitter.com/laverdaddeceuta,https://www.youtube.com/channel/UCBL21FjA_watcOLP9LsGK7g,,,,,,2010,,,,ES,"Balcón de la Dorada, 33 (Poblado Marinero) - 51001 - Ceuta",51001,Ceuta,local,false,,,false,false,true,General,,private,false,ES_1933,35.889218,-5.3130315,,,2022-09-06T09:11:10.846Z,2023-01-27T11:11:23.343Z,2022-09-06T09:22:58.469Z,"app, web",spanish,advertising,Ceuta,Ceuta,,,,,,,,,,,,
2392,La Verdad (Murcia),true,http://www.laverdad.es/,https://www.facebook.com/diariolaverdad,https://twitter.com/laverdad_es,https://www.youtube.com/channel/UCaKcWwiiPodj3EmlF3i_wzA,https://www.instagram.com/diario.laverdad,,,,,2000,,,,ES,Camino Viejo de Monteagudo s/n. 30160. Murcia,30160,Murcia,local,false,Vocento,"LA VERDAD MULTIMEDIA, S.A.",true,true,true,General,,,false,ES_1931,38.0161189,-1.1015216,,,2022-09-06T09:21:43.440Z,2023-01-27T11:12:10.868Z,2022-09-06T09:22:58.469Z,"web, app, print",spanish,"advertising, suscription_membership_payment, branded_content",Murcia,Murcia, Región de,,,,,,,,,,,
2393,La Verdad (Semanario),false,http://www.semanariolaverdad.org/,,,,,,,,,,,,,ES,"Arzobispado de Pamplona y Tudela, Plaza Sta. María la Real, 1, 31001 Pamplona, Navarra",31001,Pamplona,local,true,,,,,,,,,false,ES_1932,42.8182366,-1.6393769,,,2022-09-06T09:21:39.427Z,2023-01-27T11:12:12.262Z,2022-09-06T09:22:58.469Z,web,spanish,,Navarra,Navarra, Comunidad Foral de,,,,,,,,,,,
2394,La Veu de Benicarló,false,http://www.laveudebenicarlo.info/,https://www.facebook.com/laveudebenicarlo/,https://twitter.com/LaVeuBenicarlo,,,,,,,,,2018,2018-03-23,ES,"Sant Francesc, 95 – 12580 Benicarló (Castellón)",12580,Benicarló,local,false,,Associació Cultural La Feram,,,,,,private,false,ES_1934,40.4204224,0.4202846,,,2022-09-06T09:21:59.215Z,2023-01-27T11:11:26.962Z,2022-09-06T09:22:58.469Z,web,valencian,,Castellón/Castelló,Comunitat Valenciana,,,,,,,,,,,,
2395,La Veu de l'Anoia,true,http://veuanoia.cat/,https://www.facebook.com/VeuAnoia/,https://twitter.com/veuanoia,https://www.youtube.com/channel/UCqkzHqLFx1tU1cp7rw6szzQ/videos,https://www.instagram.com/veuanoia/,https://t.me/veuanoia,,,,2006,,,,ES,Retir 40 – 08700 – IGUALADA (Barcelona),8700,Igualada,local,false,,UBLICACIONS ANOIA SL,false,false,true,General,,private,false,ES_1935,41.580166,1.6158579,,,2022-09-06T09:22:08.952Z,2023-01-27T11:11:13.268Z,2022-09-06T09:22:58.469Z,web,catalan,"suscription_membership_payment, advertising, public_or_private_subsidies",Barcelona,Cataluña,,,,,,,,,,,,
2396,La Veu de Lliria,true,http://laveudelliria.com,https://www.facebook.com/La-veu-de-Llíria-831130413674231/,https://twitter.com/LaVeudeLliria,https://www.youtube.com/channel/UCSayNud8LwBMd55Od0c-7sw,,,,,,2015,,,,ES,,46160,Lliria,local,true,,,false,false,true,General,,private,false,ES_1936,39.6274082,-0.5968562,,,2022-09-06T09:21:49.422Z,2023-01-27T11:11:28.529Z,2022-09-06T09:22:58.469Z,web,valencian,advertising,Valencia/València,Comunitat Valenciana,,,,,,,,,,,,
2397,La Veu de Navàs,false,http://laveudenavas.navas.cat/,https://www.facebook.com/diarilaveu,https://twitter.com/diarilaveu_,,,,,,,,,,,ES,,,,local,false,,,,,,,,,false,ES_1937,,,,,2022-09-06T09:22:53.125Z,2023-01-27T11:11:21.624Z,2022-09-06T09:22:58.469Z,web,catalan,,ES Unknown,,,,,,,,,,,,,
